,id,type,name,yearpublished,minplayers,maxplayers,playingtime,minplaytime,maxplaytime,minage,users_rated,average_rating,total_owners,total_traders,total_wanters,total_wishers,total_comments,total_weights,average_weight
12360,3538,0,Gnome's War,2001.0,2.0,4.0,120.0,120.0,120.0,12.0,43,4.21977,132,13,2,5,29,4,1.5
12361,1855,0,Hedbanz: Identity Crisis Game,1991.0,3.0,10.0,60.0,60.0,60.0,8.0,376,5.38998,763,23,4,15,140,33,1.1212
12362,20040,0,Badaboom,2005.0,3.0,5.0,30.0,30.0,30.0,12.0,187,5.20321,279,26,3,12,75,25,1.72
12363,367,0,Overthrone,1999.0,3.0,6.0,90.0,90.0,90.0,12.0,256,5.26988,767,119,0,9,141,21,2.0952
12364,9082,0,Go Tell the Spartans,2003.0,1.0,1.0,240.0,240.0,240.0,12.0,43,4.31395,182,9,7,13,39,9,2.5556
12365,155208,0,Raiders of the Lost Tomb,2014.0,1.0,2.0,10.0,10.0,10.0,13.0,59,5.11525,299,22,0,10,28,6,1.0
12366,1417,0,Alibi,1993.0,3.0,10.0,45.0,30.0,45.0,10.0,557,5.36591,1175,179,6,34,247,48,1.8333
12367,75991,0,Sorry! Spin,2010.0,2.0,4.0,30.0,30.0,30.0,6.0,55,4.54727,144,6,0,1,21,4,1.0
12368,3850,0,Galactic Empires,1994.0,2.0,2.0,45.0,45.0,45.0,10.0,146,5.19425,296,59,10,5,83,19,2.4211
12369,8337,0,Wapi,2003.0,2.0,5.0,20.0,20.0,20.0,8.0,73,4.89726,103,3,4,9,33,10,1.0
12370,10325,0,"Marry, Date or Dump?",2003.0,2.0,2.0,30.0,30.0,30.0,16.0,48,4.41042,84,12,0,0,23,4,1.25
12371,12309,0,Austin Powers CCG,1999.0,2.0,6.0,20.0,20.0,20.0,13.0,51,4.55392,119,29,3,1,29,14,1.4286
12372,23346,0,10,2006.0,2.0,7.0,0.0,0.0,0.0,7.0,39,4.26923,80,7,0,4,14,6,1.8333
12373,4627,0,Ultra-Warrior,1981.0,2.0,4.0,30.0,30.0,30.0,10.0,32,4.09375,159,20,1,0,26,5,1.6
12374,26106,0,Gezanke auf der Planke!,2006.0,2.0,4.0,20.0,20.0,20.0,6.0,62,4.66532,84,9,3,4,24,10,1.1
12375,5420,0,Assassin: The Final Game,1980.0,2.0,4.0,90.0,90.0,90.0,12.0,64,4.70781,90,5,2,5,30,6,1.6667
12376,3835,0,Turbo,1983.0,2.0,4.0,30.0,30.0,30.0,7.0,44,4.46273,113,9,5,11,23,7,1.1429
12377,2515,0,Pirate Island,1984.0,2.0,4.0,60.0,60.0,60.0,11.0,41,4.2939,119,8,0,2,18,3,2.0
12378,46745,0,Lava Dragon,2009.0,2.0,4.0,15.0,15.0,15.0,7.0,171,5.15848,466,10,3,13,59,25,1.2
12379,2197,0,Kensington,1979.0,2.0,6.0,20.0,20.0,20.0,7.0,359,5.31738,860,124,3,21,193,44,2.2273
12380,8041,0,Monopoly: The Lord of the Rings Trilogy Edition,2003.0,2.0,6.0,60.0,60.0,60.0,8.0,553,5.4358,1261,73,6,23,202,54,1.5741
12381,4117,0,Ruffhouse,1980.0,2.0,4.0,60.0,60.0,60.0,8.0,43,4.37707,135,13,0,1,26,6,1.1667
12382,4696,0,Outwit,1975.0,2.0,2.0,15.0,15.0,15.0,8.0,90,4.91889,321,51,0,2,56,8,1.75
12383,11147,0,Ea$y Money,1988.0,2.0,4.0,0.0,0.0,0.0,9.0,111,5.02568,241,17,3,5,35,10,1.3
12384,3266,0,Alien Autopsy,1997.0,2.0,4.0,30.0,30.0,30.0,8.0,38,4.25789,74,6,3,6,21,4,1.25
12385,1482,0,Ubi,1986.0,2.0,4.0,60.0,60.0,60.0,12.0,267,5.29026,424,59,5,5,113,30,2.2333
12386,7803,0,O'NO 99,1980.0,2.0,8.0,30.0,30.0,30.0,7.0,157,5.15153,396,31,2,6,86,21,1.1905
12387,142303,0,Railways Express,2013.0,2.0,4.0,60.0,30.0,60.0,7.0,99,5.00303,234,28,15,48,46,18,1.6667
12388,30485,0,Big Brain Academy Boardgame,2007.0,2.0,6.0,0.0,0.0,0.0,8.0,65,4.71846,184,18,0,2,26,11,1.8182
12389,2099,0,Online: Internet Card Game,2000.0,2.0,6.0,60.0,60.0,60.0,6.0,79,4.84937,167,29,2,4,23,11,1.3636
12390,47082,0,"Win, Lose, or Banana",2009.0,3.0,3.0,1.0,1.0,1.0,4.0,455,5.36299,699,34,4,34,210,49,1.0
12391,1660,0,The Cattlemen,1977.0,2.0,4.0,60.0,60.0,60.0,10.0,37,3.99459,127,23,2,5,26,3,2.0
12392,2435,0,Reminiscing: The Game For People Over Thirty,1989.0,2.0,12.0,60.0,60.0,60.0,12.0,44,4.32955,151,15,1,2,30,2,1.0
12393,8009,0,Where in the World is Carmen Sandiego?,1992.0,2.0,6.0,60.0,60.0,60.0,10.0,77,4.81688,251,12,3,8,38,7,1.5714
12394,10462,0,Battle of the Sexes,1986.0,4.0,16.0,60.0,60.0,60.0,16.0,30,3.825,65,8,0,0,11,4,1.25
12395,5259,0,Booby-Trap,1965.0,1.0,6.0,20.0,20.0,20.0,12.0,398,5.30035,588,40,4,28,199,45,1.0222
12396,12784,0,Twister Moves,2003.0,1.0,4.0,20.0,20.0,20.0,8.0,30,3.82167,112,7,0,3,12,3,1.6667
12397,4242,0,Foxbat & Phantom,1973.0,2.0,2.0,120.0,120.0,120.0,12.0,97,4.94742,254,26,1,5,59,14,2.9286
12398,2598,0,Tank Battle,1975.0,2.0,2.0,30.0,30.0,30.0,8.0,314,5.29836,680,60,13,41,156,38,1.7105
12399,2156,0,Arch Rival,1992.0,2.0,5.0,20.0,20.0,20.0,8.0,195,5.18897,298,36,3,9,108,14,1.0714
12400,4578,0,UNO Wild Tiles,1982.0,2.0,4.0,10.0,10.0,10.0,8.0,72,4.81667,237,21,2,11,47,8,1.125
12401,25968,0,Banzai,2006.0,2.0,4.0,45.0,45.0,45.0,16.0,55,4.54727,140,18,1,2,29,4,1.25
12402,25475,0,Whoopies,2005.0,2.0,8.0,20.0,20.0,20.0,4.0,43,4.29767,52,7,1,1,16,8,1.125
12403,6798,0,Concentration,1958.0,2.0,5.0,30.0,30.0,30.0,10.0,152,5.0852,304,23,0,4,74,17,1.5882
12404,8063,0,Ghettopoly,2003.0,2.0,7.0,60.0,60.0,60.0,13.0,68,4.61176,167,28,18,36,52,10,1.4
12405,10043,0,LEGO Racers Super Speedway Game,2001.0,2.0,4.0,30.0,30.0,30.0,5.0,81,4.82716,185,17,9,11,44,14,1.2143
12406,2841,0,Tennis,1975.0,2.0,4.0,45.0,45.0,45.0,8.0,94,4.86436,234,36,1,3,49,12,1.0833
12407,35585,0,Koe zoekt Boer,2008.0,2.0,5.0,15.0,15.0,15.0,8.0,86,4.89256,181,21,2,5,32,13,1.2308
12408,103327,0,gua: The Water Cycle,2011.0,3.0,6.0,40.0,20.0,40.0,7.0,45,4.34333,46,3,5,18,20,6,1.5
12409,4476,0,Hot Potato,1988.0,2.0,6.0,10.0,10.0,10.0,4.0,38,4.07895,39,2,1,1,15,5,1.0
12410,21835,0,Mont Saint Michel,2006.0,2.0,4.0,0.0,0.0,0.0,10.0,64,4.68906,96,5,4,14,12,7,1.5714
12411,1865,0,Astrotime,1990.0,3.0,6.0,60.0,60.0,60.0,18.0,55,4.51455,124,11,0,1,16,8,1.375
12412,8542,0,Turbo,2003.0,2.0,4.0,10.0,10.0,10.0,10.0,60,4.55367,189,21,2,3,24,7,1.2857
12413,7710,0,Tip-It,1965.0,2.0,4.0,20.0,20.0,20.0,4.0,80,4.8775,158,7,3,3,41,14,1.0714
12414,76444,0,Sturgeon,2010.0,2.0,5.0,20.0,20.0,20.0,10.0,47,4.48936,116,17,1,5,20,3,1.0
12415,12634,0,Hispaniola,2004.0,3.0,5.0,30.0,30.0,30.0,10.0,176,5.13636,343,42,4,9,84,29,1.6207
12416,3194,0,Dots,1998.0,2.0,6.0,20.0,20.0,20.0,10.0,97,4.94072,202,17,4,7,51,9,1.0
12417,5585,0,UNO: Harry Potter,2000.0,2.0,10.0,30.0,30.0,30.0,7.0,170,5.25147,378,11,2,8,66,19,1.1053
12418,20580,0,Name That Tune 80's Edition DVD Game,2005.0,2.0,4.0,0.0,0.0,0.0,0.0,61,4.59016,128,6,1,5,26,10,1.2
12419,6420,0,Cranium Cadoo,2001.0,2.0,16.0,45.0,45.0,45.0,7.0,416,5.35163,1041,80,5,10,204,43,1.2326
12420,131956,0,PURGE: Sins of Science,2012.0,2.0,6.0,30.0,30.0,30.0,13.0,46,4.45652,191,22,1,19,23,5,2.4
12421,8081,0,The Cat in the Hat Game,1996.0,2.0,4.0,10.0,10.0,10.0,4.0,34,3.98235,74,3,0,0,22,4,1.0
12422,19578,0,Scene It? Harry Potter,2005.0,2.0,4.0,60.0,60.0,60.0,8.0,173,5.24613,450,22,1,7,62,14,1.6429
12423,28018,0,Trivial Pursuit: Disney Edition,2005.0,2.0,6.0,60.0,60.0,60.0,8.0,139,5.11763,319,13,0,18,35,9,1.5556
12424,77596,0,The Enigma of Leonardo,2007.0,2.0,4.0,40.0,40.0,40.0,8.0,74,4.86081,95,14,3,5,32,8,1.375
12425,452,0,Mummy Rummy,1994.0,2.0,5.0,30.0,30.0,30.0,8.0,139,5.09065,452,62,3,4,87,20,1.2
12426,4345,0,Beer: The  Card Game,1999.0,2.0,4.0,30.0,30.0,30.0,0.0,38,4.10526,73,7,1,2,18,2,1.0
12427,13271,0,Frantic Frankfurt,2004.0,2.0,4.0,10.0,10.0,10.0,8.0,179,5.1014,306,47,2,11,75,17,1.2353
12428,18574,0,Dark Force,1994.0,2.0,2.0,0.0,0.0,0.0,12.0,36,3.93333,50,6,2,0,17,8,2.375
12429,35294,0,Indiana Jones DVD Adventure Game,2008.0,2.0,4.0,30.0,30.0,30.0,8.0,75,4.81187,250,35,2,6,40,10,1.3
12431,42259,0,"Admiral Ackbar ""It's a TRAP!"" GAME",2009.0,2.0,5.0,30.0,30.0,30.0,5.0,35,3.98329,12,0,1,5,32,6,2.0
12432,21941,0,Marvel Heroes Battle Dice,2006.0,2.0,8.0,30.0,30.0,30.0,10.0,58,4.67759,121,18,7,8,31,11,1.4545
12433,10831,0,Vapor's Gambit,2004.0,2.0,6.0,20.0,20.0,20.0,6.0,94,4.93138,292,56,2,10,54,10,1.8
12434,27443,0,Baccarat,1490.0,2.0,12.0,0.0,0.0,0.0,18.0,30,3.73,23,0,0,2,17,2,1.5
12435,23249,0,Game of Games,1986.0,2.0,4.0,0.0,0.0,0.0,7.0,71,4.67324,148,3,3,2,21,14,1.1429
12436,2128,0,Warlords,1997.0,2.0,8.0,60.0,60.0,60.0,10.0,44,4.14773,98,13,3,10,25,3,2.3333
12437,33198,0,Osada,2007.0,2.0,4.0,45.0,45.0,45.0,0.0,30,3.62333,25,0,2,4,1,4,1.5
12438,25429,0,Der Dativ ist dem Genitiv sein Tod,2006.0,2.0,5.0,25.0,25.0,25.0,12.0,46,4.27826,115,12,1,3,12,6,1.3333
12439,9173,0,Spite,1995.0,2.0,6.0,30.0,30.0,30.0,0.0,49,4.32684,87,5,0,0,21,6,1.0
12440,646,0,Pirate's Plunder,2000.0,2.0,6.0,30.0,30.0,30.0,8.0,62,4.62371,121,19,2,4,30,9,1.5556
12441,14133,0,Druids,2004.0,2.0,4.0,30.0,30.0,30.0,10.0,68,4.72353,128,8,2,11,18,11,1.8182
12442,2717,0,Der Herr der Ringe: Die Gefhrten,2001.0,3.0,4.0,60.0,60.0,60.0,10.0,94,4.8367,273,20,3,3,27,8,1.5
12443,124648,0,I Am Vlad: Prince of Wallachia,2012.0,2.0,4.0,120.0,120.0,120.0,13.0,78,5.03846,146,12,6,61,34,14,2.8571
12444,7612,0,The Simpsons Board Game,2000.0,2.0,6.0,45.0,45.0,45.0,6.0,49,4.35714,100,4,3,9,12,10,1.2
12445,64610,0,Star Wars R2-D2 is in Trouble,2009.0,2.0,4.0,30.0,30.0,30.0,5.0,73,4.67466,199,4,1,2,24,5,1.0
12446,20422,0,Beat the Parents,2004.0,2.0,6.0,30.0,30.0,30.0,8.0,58,4.47414,172,5,0,1,13,3,1.0
12447,2766,0,Jeopardy!,1964.0,3.0,5.0,45.0,45.0,45.0,12.0,170,5.17882,414,21,0,1,92,12,1.3333
12448,3048,0,Trivial Pursuit: Millennium Edition,1999.0,2.0,6.0,60.0,60.0,60.0,15.0,405,5.36904,734,43,1,5,105,37,1.5676
12449,1090,0,YoYo,1998.0,2.0,6.0,15.0,15.0,15.0,6.0,42,4.1881,79,6,1,1,14,8,1.0
12450,3883,0,4th Reich,1985.0,1.0,2.0,120.0,120.0,120.0,12.0,50,4.46,122,16,4,17,34,5,1.6
12451,2957,0,Trivial Pursuit: The 1980's,1989.0,2.0,6.0,90.0,90.0,90.0,16.0,192,5.20638,430,23,3,7,70,15,1.8667
12452,54559,0,Bacchus,2009.0,3.0,5.0,30.0,20.0,30.0,10.0,57,4.61491,403,67,0,3,41,6,1.3333
12453,89340,0,Name 5,2009.0,2.0,0.0,0.0,0.0,0.0,0.0,78,4.74872,189,13,0,7,21,5,1.4
12454,3736,0,Gooey Louie,1995.0,2.0,8.0,10.0,10.0,10.0,7.0,45,4.21464,81,6,1,2,23,3,1.0
12455,89928,0,Banana Balance,2011.0,2.0,4.0,5.0,5.0,5.0,6.0,55,4.46182,159,4,1,5,19,5,1.2
12456,15111,0,Yahtzee: Texas Hold'em,2004.0,2.0,6.0,30.0,30.0,30.0,18.0,201,5.17952,576,63,6,1,106,21,1.5714
12457,127533,0,Angry Birds: Space,2012.0,2.0,4.0,25.0,25.0,25.0,5.0,43,4.12326,98,4,0,2,24,4,1.0
12458,40347,0,Monopoly: Here and Now  The World Edition,2008.0,2.0,6.0,60.0,60.0,60.0,8.0,156,5.23044,355,13,1,7,42,19,1.6316
12459,3352,0,Gouda! Gouda!,2002.0,2.0,6.0,45.0,45.0,45.0,8.0,201,5.19204,307,19,4,3,79,24,1.1667
12460,9090,0,My First UNO,1991.0,2.0,4.0,10.0,10.0,10.0,3.0,87,4.75529,148,1,0,1,47,14,1.0714
12461,13447,0,Harry Potter and the Sorcerer's Stone The Game,2000.0,2.0,4.0,0.0,0.0,0.0,8.0,31,3.85387,113,10,1,5,21,4,2.0
12462,5856,0,The Wonderful World of Disney Trivia Game,1997.0,2.0,6.0,45.0,45.0,45.0,6.0,114,4.95965,331,14,0,4,53,13,1.4615
12463,5203,0,Annihilator & One World,1980.0,2.0,2.0,60.0,60.0,60.0,10.0,69,4.65217,221,14,8,14,42,4,1.75
12464,2707,0,Alibi,2001.0,2.0,5.0,45.0,45.0,45.0,8.0,96,4.91042,215,15,1,8,25,9,1.0
12465,28047,0,Covert Action,2007.0,4.0,18.0,20.0,20.0,20.0,10.0,239,5.23732,409,47,16,85,121,28,1.3571
12466,4812,0,Rules of the Game,1995.0,2.0,6.0,45.0,45.0,45.0,10.0,34,3.94118,97,24,0,0,29,7,1.4286
12467,1415,0,Rat Splatter,2001.0,2.0,7.0,10.0,10.0,10.0,10.0,32,3.73625,94,11,1,1,18,4,1.0
12468,8499,0,Bowl and Score,1962.0,1.0,8.0,15.0,15.0,15.0,8.0,46,4.22609,101,11,0,0,28,4,1.0
12469,3028,0,By Jove,1983.0,2.0,6.0,90.0,90.0,90.0,10.0,80,4.7175,209,23,1,10,42,8,1.25
12470,39662,0,Cash Cab,2008.0,2.0,4.0,0.0,0.0,0.0,0.0,39,4.05641,60,5,0,1,20,7,1.2857
12471,3840,0,RIFTS Collectible Card Game,2001.0,2.0,6.0,60.0,60.0,60.0,12.0,51,4.41569,95,11,4,6,27,5,2.6
12472,2767,0,Snail's Pace Race,1985.0,2.0,6.0,10.0,10.0,10.0,3.0,361,5.30831,656,37,11,51,247,47,1.0213
12473,39342,0,Bet Your Brain,2008.0,2.0,0.0,60.0,60.0,60.0,12.0,75,4.68267,119,11,1,5,19,8,2.125
12474,8133,0,30 Second Mysteries,1995.0,2.0,2.0,10.0,10.0,10.0,12.0,37,3.92162,121,21,1,1,25,3,1.0
12475,1989,0,The Peter Principle Game,1973.0,2.0,4.0,60.0,60.0,60.0,12.0,34,3.75588,115,13,4,5,26,3,1.3333
12476,2297,0,U.S. Patent No. 1,2001.0,3.0,6.0,60.0,60.0,60.0,10.0,272,5.22996,670,39,13,23,101,32,1.5938
12477,6231,0,Pimps and Hos,2002.0,3.0,6.0,30.0,30.0,30.0,18.0,32,3.5625,34,1,3,7,17,2,1.0
12478,28224,0,Kill the Hippies,2007.0,2.0,6.0,20.0,20.0,20.0,18.0,110,5.00157,163,5,6,21,52,13,1.2308
12479,185,0,Devil Bunny Needs a Ham,1998.0,2.0,5.0,30.0,30.0,30.0,8.0,671,5.3936,1164,74,5,18,262,72,1.1667
12480,9540,0,Advanced Dungeons & Dragons Trivia Game,1991.0,3.0,10.0,60.0,60.0,60.0,10.0,67,4.44701,123,21,2,8,32,6,2.1667
12481,19027,0,Redneck Life,2003.0,2.0,6.0,60.0,60.0,60.0,13.0,326,5.30186,474,26,6,34,134,36,1.4444
12482,2036,0,Time: The Game,1979.0,2.0,4.0,120.0,120.0,120.0,8.0,64,4.5625,181,28,0,0,25,3,1.6667
12483,13373,0,Choco,1978.0,2.0,4.0,25.0,25.0,25.0,3.0,60,4.53117,63,2,0,1,27,10,1.0
12484,4781,0,Electronic Talking Battleship,1989.0,1.0,2.0,20.0,20.0,20.0,8.0,113,4.9177,194,14,0,5,43,10,1.5
12485,334,0,Advance to Boardwalk,1985.0,2.0,4.0,60.0,60.0,60.0,8.0,572,5.3454,1240,118,5,15,273,60,1.55
12486,8173,0,Battleship (first edition),1986.0,2.0,2.0,90.0,90.0,90.0,8.0,102,4.95613,187,8,3,5,28,5,2.0
12487,30947,0,Splice  Pirateology Card Game,2007.0,2.0,4.0,0.0,0.0,0.0,0.0,38,3.95395,143,19,0,2,26,5,1.6
12488,5903,0,Cats' Mansion,1984.0,2.0,4.0,20.0,20.0,20.0,10.0,66,4.6197,125,15,11,14,40,12,1.3333
12489,16461,0,POG The Game,1995.0,2.0,6.0,30.0,30.0,30.0,5.0,38,4.15237,81,6,0,0,17,5,1.2
12490,30640,0,Rio,1981.0,2.0,6.0,15.0,15.0,15.0,0.0,50,4.344,87,4,0,0,18,8,1.0
12491,3841,0,Echelons of Fire,1995.0,2.0,2.0,60.0,60.0,60.0,12.0,54,4.39259,109,16,3,2,25,7,1.8571
12492,1190,0,Continuo,1982.0,1.0,5.0,20.0,20.0,20.0,4.0,313,5.25942,639,46,1,6,116,36,1.3889
12493,1497,0,Dino Hunt,1996.0,2.0,4.0,60.0,60.0,60.0,8.0,301,5.2505,482,35,9,14,143,27,1.4444
12494,5387,0,Shakin' Sorry,1992.0,2.0,4.0,20.0,20.0,20.0,6.0,38,3.96053,134,11,2,2,27,4,1.75
12495,1673,0,Ultimate Golf,1985.0,1.0,4.0,90.0,90.0,90.0,10.0,68,4.60294,182,44,3,2,32,6,1.3333
12496,2821,0,UNO Stacko,1994.0,2.0,10.0,20.0,20.0,20.0,8.0,385,5.31605,708,42,6,24,129,39,1.1282
12497,30255,0,Five Little Monkeys Jumping on the Bed,2007.0,2.0,4.0,10.0,10.0,10.0,3.0,42,4.14881,93,1,0,2,19,7,1.4286
12498,62,0,Curse of the Mummy's Tomb,1988.0,1.0,4.0,120.0,120.0,120.0,12.0,276,5.2096,476,25,39,64,127,20,1.95
12499,2496,0,Saloon,2001.0,3.0,6.0,30.0,30.0,30.0,10.0,94,4.84511,183,18,1,4,23,14,1.0714
12500,24258,0,Pounce!,2005.0,2.0,5.0,10.0,10.0,10.0,5.0,91,4.82692,188,11,3,3,39,3,1.0
12501,2816,0,Crossfire,1971.0,2.0,2.0,10.0,10.0,10.0,7.0,268,5.302,198,21,16,26,124,30,1.1667
12502,89550,0,Battle of the Sexes: The Battle Continues,2008.0,2.0,8.0,0.0,0.0,0.0,12.0,30,3.42667,75,3,0,0,9,3,1.6667
12503,3759,0,Make Your Own Opoly,1998.0,2.0,6.0,60.0,60.0,60.0,12.0,40,4.0275,145,15,0,2,39,2,1.5
12504,4282,0,Greed,1987.0,2.0,6.0,30.0,30.0,30.0,7.0,267,5.24401,570,48,4,10,127,31,1.0323
12505,5750,0,Harry Potter and the Sorcerer's Stone Trivia Game,2000.0,2.0,6.0,60.0,60.0,60.0,8.0,159,5.05786,411,25,0,1,73,16,1.5
12506,3715,0,Gregory Horror Show,2002.0,2.0,4.0,90.0,90.0,90.0,10.0,115,4.99439,260,29,7,11,60,5,1.4
12507,9938,0,Smath,1978.0,2.0,4.0,45.0,45.0,45.0,6.0,49,4.10884,182,19,1,2,36,3,2.3333
12508,7693,0,Fuball-Bundesliga: Das groe Geschft,1987.0,2.0,4.0,45.0,45.0,45.0,8.0,31,3.58065,51,5,0,1,10,5,1.2
12509,10613,0,Race to the Roof,1974.0,2.0,4.0,20.0,20.0,20.0,5.0,68,4.58971,207,24,0,3,39,7,1.0
12510,1439,0,Penguin Pile-Up,1996.0,1.0,6.0,20.0,20.0,20.0,5.0,297,5.23451,533,36,2,11,155,43,1.0698
12511,18686,0,Gazdlkodj Okosan!,1960.0,2.0,7.0,45.0,45.0,45.0,0.0,96,5.08125,106,0,0,1,29,15,1.3333
12512,27826,0,What's Yours Like?,2007.0,4.0,20.0,45.0,45.0,45.0,12.0,211,5.18166,453,38,4,16,68,20,1.15
12513,19083,0,Fuzztoons,2005.0,1.0,8.0,0.0,0.0,0.0,0.0,58,4.37453,90,4,0,3,19,8,1.75
12514,20281,0,Inkan Aarre,2005.0,2.0,6.0,45.0,45.0,45.0,8.0,48,4.26354,30,0,2,6,13,11,1.0909
12515,2868,0,Eye,1987.0,1.0,4.0,30.0,30.0,30.0,7.0,51,4.15294,107,14,4,7,26,4,2.5
12516,1333,0,Boom-O,2000.0,2.0,6.0,20.0,20.0,20.0,7.0,452,5.26571,837,60,4,8,202,41,1.1951
12517,8658,0,Monopoly: French,1982.0,2.0,8.0,90.0,90.0,90.0,8.0,68,4.57941,99,0,1,4,17,2,2.0
12518,6686,0,Stun,1986.0,2.0,6.0,10.0,10.0,10.0,7.0,54,4.2963,102,7,1,1,23,2,1.0
12519,3188,0,Bionicle: Quest For The Masks CCG,2001.0,2.0,4.0,60.0,60.0,60.0,12.0,31,3.40071,67,7,1,1,20,2,1.5
12520,3676,0,Global Pursuit,1987.0,2.0,6.0,60.0,60.0,60.0,10.0,185,5.15324,578,85,2,5,116,20,1.85
12521,22980,0,Jeff Foxworthy's You Might Be a Redneck if... Game,2006.0,2.0,4.0,30.0,30.0,30.0,16.0,32,3.37281,109,21,0,0,15,4,1.0
12522,137550,0,Story War,2013.0,3.0,8.0,30.0,30.0,30.0,8.0,188,5.17447,545,45,3,43,62,16,1.375
12523,2322,0,Malefiz,1960.0,2.0,6.0,60.0,60.0,60.0,8.0,611,5.36794,992,54,6,24,186,79,1.2025
12524,2392,0,Mastermind,1971.0,2.0,2.0,20.0,20.0,20.0,8.0,3825,5.43138,4970,145,12,53,1123,377,1.8143
12525,1771,0,Cosmic Coasters,2001.0,2.0,4.0,10.0,10.0,10.0,10.0,193,5.18332,492,34,10,29,95,18,1.2222
12526,1692,0,Spoons,1972.0,4.0,13.0,30.0,30.0,30.0,8.0,300,5.25737,299,12,1,10,139,38,1.1053
12527,17965,0,The Game of Life: Spongebob Squarepants Edition,2004.0,2.0,4.0,40.0,40.0,40.0,7.0,63,4.38571,140,9,2,1,28,13,1.2308
12528,32124,0,My Little Pony Hide & Seek,2005.0,2.0,6.0,20.0,20.0,20.0,3.0,78,5.02949,33,1,1,19,163,28,3.4286
12529,8633,0,Monopoly: Disney,2001.0,2.0,8.0,90.0,90.0,90.0,8.0,241,5.17884,624,19,4,12,82,22,2.0455
12530,8916,0,Jenga Truth-or-Dare,2000.0,2.0,8.0,20.0,20.0,20.0,12.0,139,5.12827,292,14,1,5,45,13,1.0
12531,1467,0,Abduction,1998.0,2.0,4.0,20.0,20.0,20.0,10.0,244,5.25082,379,38,7,22,111,28,1.4643
12532,1718,0,Foreign Exchange,1979.0,2.0,4.0,60.0,60.0,60.0,12.0,58,4.30517,235,27,0,6,42,10,2.7
12533,2394,0,Dominoes,1500.0,2.0,10.0,30.0,30.0,30.0,5.0,3841,5.43579,6215,69,3,47,1301,459,1.4161
12534,2303,0,Blast-Off!,1969.0,1.0,4.0,240.0,240.0,240.0,12.0,79,4.68608,156,8,3,2,50,12,1.3333
12535,2855,0,Stare!,1999.0,2.0,10.0,60.0,60.0,60.0,10.0,121,4.97562,250,22,1,2,52,13,1.6923
12537,64608,0,Kapitan Bomba,2009.0,2.0,2.0,15.0,15.0,15.0,18.0,34,3.66176,41,2,0,1,6,5,1.2
12538,2971,0,Kojak Detective Game,1975.0,2.0,4.0,30.0,30.0,30.0,8.0,41,3.94512,140,13,1,1,21,3,2.0
12539,20801,0,Sudoku,2005.0,1.0,10.0,20.0,20.0,20.0,7.0,82,4.84087,165,11,0,1,34,9,1.6667
12540,19508,0,Igels: Das Kartenspiel,2005.0,3.0,4.0,60.0,60.0,60.0,10.0,194,5.14428,747,107,1,9,78,21,1.8095
12541,11778,0,Cat & Mouse,2001.0,2.0,4.0,15.0,15.0,15.0,5.0,101,4.86911,192,11,4,15,57,12,1.0833
12542,137336,0,Archer: The Danger Zone! Board Game,2014.0,2.0,8.0,40.0,40.0,40.0,15.0,99,4.84596,208,7,10,77,41,10,1.6
12543,126444,0,The Hobbit Card Game,2012.0,2.0,5.0,30.0,30.0,30.0,10.0,797,5.34299,1727,120,6,48,220,76,1.4211
12544,23913,0,League of Pirates,2006.0,2.0,2.0,60.0,60.0,60.0,8.0,54,4.31296,205,43,0,3,49,13,1.4615
12545,23181,0,The Da Vinci Code Board Game: The Quest for the Truth,2006.0,2.0,6.0,120.0,120.0,120.0,12.0,165,5.04564,403,53,1,10,52,15,2.0
12546,3578,0,BattleBots: Kickbot Arena,2001.0,2.0,2.0,10.0,10.0,10.0,8.0,53,4.14151,113,18,1,2,30,5,1.2
12547,16985,0,Gelb gewinnt!,2005.0,2.0,8.0,30.0,30.0,30.0,7.0,86,4.7,130,10,2,3,27,9,1.2222
12548,23333,0,Littlest Pet Shop Game,2005.0,2.0,4.0,0.0,0.0,0.0,4.0,38,3.79737,52,2,0,0,23,9,1.0
12549,5254,0,Solomon's Temple,2001.0,2.0,2.0,60.0,60.0,60.0,7.0,40,3.825,121,24,4,5,31,2,1.5
12550,4902,0,The Price Is Right,1973.0,3.0,5.0,60.0,60.0,60.0,8.0,68,4.56765,180,14,2,4,38,1,2.0
12551,1001,0,Vendetta,1988.0,2.0,4.0,30.0,30.0,30.0,8.0,145,4.94345,273,20,3,6,49,19,1.3158
12552,24782,0,The Amazing Race: DVD Board Game,2006.0,2.0,4.0,0.0,0.0,0.0,13.0,56,4.34464,125,14,0,6,21,5,1.2
12553,17211,0,Monkey Arena,2005.0,2.0,8.0,45.0,45.0,45.0,10.0,89,4.7727,114,18,4,12,45,13,1.1538
12554,5285,0,Pro Tennis,1983.0,1.0,0.0,30.0,30.0,30.0,10.0,52,4.19231,120,13,2,3,25,14,1.7143
12555,10925,0,Tumbling Tower,1999.0,1.0,6.0,10.0,10.0,10.0,5.0,97,4.81598,202,12,0,1,39,9,1.1111
12556,6532,0,Monopoly: Australian Edition,1996.0,2.0,8.0,180.0,180.0,180.0,8.0,52,4.34615,81,1,0,1,13,6,1.5
12557,5018,0,Fishin' Time,1986.0,2.0,8.0,60.0,60.0,60.0,6.0,52,4.23558,91,15,5,5,31,7,1.1429
12558,5824,0,The Kids of Catan,2003.0,2.0,4.0,20.0,20.0,20.0,4.0,550,5.30473,872,55,24,78,277,77,1.039
